"ProbeID","GeneSymbol","ModuleColor","kME"
"A_23_P153524","C19orf73","blue",1
"A_23_P13713","PRPH","turquoise",1
"A_23_P355623","ANKIB1","blue",1
"A_24_P184445","MMP19","turquoise",1
"A_24_P77904","HOXA10","turquoise",1
"A_24_P267293","SARM1","turquoise",1
"A_32_P328023","WDR33","turquoise",1
"A_23_P156907","SOBP","turquoise",1
"A_32_P210572","C1orf53","turquoise",1
"A_24_P112377","DDX31","blue",1
"A_24_P240259","LRRC31","grey",1
"A_33_P3398727","A_33_P3398727","turquoise",1
"A_33_P3330079","A_33_P3330079","turquoise",1
"A_24_P10884","GRAP2","turquoise",1
"A_23_P107454","KRTAP3-1","turquoise",1
"A_33_P3239185","A_33_P3239185","grey",1
"A_24_P91985","WDR17","turquoise",1
"A_24_P943781","CPED1","turquoise",1
"A_33_P3232339","A_33_P3232339","blue",1
"A_24_P215475","ZNF10","blue",1
"A_33_P3362311","A_33_P3362311","grey",1
"A_23_P92687","DAP","blue",1
"A_23_P42331","HMGA1","blue",1
"A_24_P383478","ESR1","turquoise",1
"A_23_P95213","SFTPC","turquoise",1
"A_33_P3301221","A_33_P3301221","turquoise",1
"A_24_P204727","IGHV3-48","blue",1
"A_23_P137797","RYR2","turquoise",1
"A_33_P3387365","A_33_P3387365","blue",1
"A_23_P206280","ADGRG1","turquoise",1
"A_23_P59045","H2AC8","turquoise",1
"A_23_P102508","SLC5A6","blue",1
"A_33_P3317073","A_33_P3317073","turquoise",1
"A_33_P3421978","A_33_P3421978","turquoise",1
"A_23_P40821","HPS3","blue",1
"A_24_P254705","ZNF695","blue",1
"A_33_P3244283","A_33_P3244283","blue",1
"A_33_P3384287","A_33_P3384287","turquoise",1
"A_23_P312920","POU2AF1","blue",1
"A_23_P110802","CENPH","blue",1
"A_23_P61707","HPSE2","turquoise",1
"A_23_P98232","ZFPL1","blue",1
"A_23_P46690","TMEM81","turquoise",1
"A_33_P3421183","A_33_P3421183","blue",1
"A_32_P92281","A_32_P92281","blue",1
"A_32_P179138","GUCY1A1","turquoise",1
"A_23_P41818","ZFR","blue",1
"A_23_P112634","SMIM14","turquoise",1
"A_33_P3888485","A_33_P3888485","blue",1
"A_33_P3283054","A_33_P3283054","blue",1
"A_33_P3407524","A_33_P3407524","turquoise",1
"A_32_P116271","WDFY3-AS2","blue",1
"A_33_P3284077","A_33_P3284077","blue",1
"A_23_P40657","GCAT","blue",1
"A_24_P194661","LOC285097","turquoise",1
"A_33_P3613516","A_33_P3613516","blue",1
"A_33_P3310409","A_33_P3310409","turquoise",1
"A_33_P3268649","A_33_P3268649","grey",1
"A_24_P135862","A_24_P135862","blue",1
"A_33_P3350169","A_33_P3350169","turquoise",1
"A_33_P3386965","A_33_P3386965","turquoise",1
"A_24_P884376","A_24_P884376","blue",1
"A_24_P7934","A_24_P7934","turquoise",1
"A_23_P153583","PPP5C","blue",1
"A_24_P329487","LRATD2","turquoise",1
"A_23_P429514","WFIKKN2","turquoise",1
"A_33_P3318971","A_33_P3318971","blue",1
"A_33_P3421571","A_33_P3421571","blue",1
"A_33_P3859499","A_33_P3859499","blue",1
"A_24_P276102","RBL1","blue",1
"A_33_P3380346","A_33_P3380346","blue",1
"A_23_P122815","CALU","blue",1
"A_23_P47426","ACAD8","turquoise",1
"A_33_P3836435","A_33_P3836435","turquoise",1
"A_23_P95640","RHEX","blue",1
"A_23_P29594","RPL39L","blue",1
"A_23_P165921","A_23_P165921","turquoise",1
"A_33_P3236436","A_33_P3236436","turquoise",1
"A_33_P3357082","A_33_P3357082","blue",1
"A_23_P64860","SELPLG","turquoise",1
"A_23_P314712","CABYR","turquoise",1
"A_23_P15876","ALPK2","blue",1
"A_33_P3732688","A_33_P3732688","turquoise",1
"A_24_P167654","SLC8A3","turquoise",1
"A_24_P911906","PCDH17","turquoise",1
"A_33_P3340007","A_33_P3340007","blue",1
"A_33_P3299791","A_33_P3299791","turquoise",1
"A_33_P3394021","A_33_P3394021","blue",1
"A_23_P94434","HRCT1","turquoise",1
"A_33_P3243118","A_33_P3243118","turquoise",1
"A_33_P3212994","A_33_P3212994","blue",1
"A_33_P3294404","A_33_P3294404","blue",1
"A_33_P3226407","A_33_P3226407","turquoise",1
"A_33_P3381429","A_33_P3381429","blue",1
"A_23_P306507","KRAS","blue",1
"A_33_P3210303","A_33_P3210303","turquoise",1
"A_23_P122052","GPX8","blue",1
"A_23_P12816","HELLS","blue",1
"A_23_P377411","PARGP1","blue",1
"A_33_P3283709","A_33_P3283709","turquoise",1
"A_33_P3337599","A_33_P3337599","blue",1
"A_33_P3283167","A_33_P3283167","blue",1
"A_33_P3213362","A_33_P3213362","brown",1
"A_32_P489662","KRT28","turquoise",1
"A_23_P398566","NR4A3","turquoise",1
"A_33_P3366336","A_33_P3366336","grey",1
"A_33_P3213468","A_33_P3213468","turquoise",1
"A_23_P49082","NUBP2","blue",1
"A_33_P3223022","A_33_P3223022","turquoise",1
"A_23_P319583","RIMS3","turquoise",1
"A_23_P212258","KNG1","grey",1
"A_23_P230","TTC4","blue",1
"A_33_P3338934","A_33_P3338934","turquoise",1
"A_33_P3354429","A_33_P3354429","turquoise",1
"A_23_P117602","GZMB","turquoise",1
"A_33_P3399534","A_33_P3399534","turquoise",1
"A_33_P3306504","A_33_P3306504","blue",1
"A_23_P168229","TXNDC5","blue",1
"A_33_P3363271","A_33_P3363271","turquoise",1
"A_23_P425587","MED11","turquoise",1
"A_23_P11032","SLC9A7","turquoise",1
"A_33_P3235321","A_33_P3235321","blue",1
"A_33_P3376958","A_33_P3376958","blue",1
"A_23_P208523","LENG1","turquoise",1
"A_24_P310256","LGI4","turquoise",1
"A_33_P3294533","A_33_P3294533","turquoise",1
"A_33_P3273173","A_33_P3273173","turquoise",1
"A_33_P3257617","A_33_P3257617","turquoise",1
"A_33_P3502640","A_33_P3502640","turquoise",1
"A_33_P3318606","A_33_P3318606","turquoise",1
"A_32_P111306","LINC00189","turquoise",1
"A_24_P335358","PUS1","blue",1
"A_33_P3357445","A_33_P3357445","blue",1
"A_33_P3227904","A_33_P3227904","turquoise",1
"A_33_P3258997","A_33_P3258997","blue",1
"A_24_P326739","GLS2","turquoise",1
"A_33_P3330643","A_33_P3330643","blue",1
"A_33_P3226780","A_33_P3226780","turquoise",1
"A_33_P3321230","A_33_P3321230","blue",1
"A_33_P3236656","A_33_P3236656","turquoise",1
"A_33_P3367356","A_33_P3367356","turquoise",1
"A_33_P3312212","A_33_P3312212","blue",1
"A_23_P212469","ENTPD3","turquoise",1
"A_33_P3337609","A_33_P3337609","blue",1
"A_32_P95823","UBXN4","blue",1
"A_23_P157022","ZNF786","turquoise",1
"A_24_P145019","SCOC-AS1","turquoise",1
"A_24_P45379","CACYBP","turquoise",1
"A_33_P3229221","A_33_P3229221","turquoise",1
"A_33_P3356762","A_33_P3356762","turquoise",1
"A_32_P58614","CEP126","brown",1
"A_33_P3222962","A_33_P3222962","turquoise",1
"A_23_P323898","ZSCAN12","turquoise",1
"A_32_P113566","BTBD9","blue",1
"A_33_P3416387","A_33_P3416387","turquoise",1
"A_24_P271830","LINC00670","turquoise",1
"A_23_P258136","MXRA5","blue",1
"A_23_P334798","LRRC2","turquoise",1
"A_24_P327815","STIP1","blue",1
"A_23_P94365","ADCK5","blue",1
"A_23_P350396","CDSN","turquoise",1
"A_24_P254506","PAGE4","turquoise",1
"A_23_P133365","TCERG1","blue",1
"A_33_P3356776","A_33_P3356776","grey",1
"A_23_P98410","CD3G","turquoise",1
"A_33_P3416150","A_33_P3416150","blue",1
"A_33_P3361546","A_33_P3361546","turquoise",1
"A_23_P95930","HMGA2","blue",1
"A_23_P62081","SCG5","blue",1
"A_33_P3335525","A_33_P3335525","blue",1
"A_24_P39724","CCDC43","blue",1
"A_33_P3313245","A_33_P3313245","blue",1
"A_23_P100730","SKAP1","blue",1
"A_23_P55649","FPR2","grey",1
"A_23_P114185","TSPAN7","turquoise",1
"A_23_P157793","CA9","turquoise",1
"A_23_P328836","LCOR","blue",1
"A_33_P3243622","A_33_P3243622","turquoise",1
"A_24_P202522","AQP4","turquoise",1
"A_33_P3289246","A_33_P3289246","blue",1
"A_24_P167496","PUS7L","turquoise",1
"A_23_P73345","MITF","turquoise",1
"A_33_P3489646","A_33_P3489646","turquoise",1
"A_23_P326760","MYRIP","blue",1
"A_23_P78479","ZIM2","turquoise",1
"A_33_P3308686","A_33_P3308686","brown",1
"A_33_P3315564","A_33_P3315564","turquoise",1
"A_33_P3424364","A_33_P3424364","blue",1
"A_23_P19723","BMP5","turquoise",1
"A_32_P72341","TRIM59","turquoise",1
"A_33_P3264657","A_33_P3264657","grey",1
"A_23_P432034","CCDC117","blue",1
"A_33_P3331220","A_33_P3331220","blue",1
"A_33_P3244863","A_33_P3244863","turquoise",1
"A_33_P3266730","A_33_P3266730","turquoise",1
"A_23_P428184","H2AC7","turquoise",1
"A_24_P367432","IGHV1-69","blue",1
"A_33_P3249291","A_33_P3249291","turquoise",1
"A_23_P100486","VKORC1","blue",1
"A_33_P3386150","A_33_P3386150","turquoise",1
"A_33_P3386591","A_33_P3386591","turquoise",1
"A_33_P3420500","A_33_P3420500","turquoise",1
"A_33_P3325068","A_33_P3325068","blue",1
"A_24_P282762","TLK1","blue",1
"A_33_P3227086","A_33_P3227086","turquoise",1
"A_23_P255257","DCAF12","blue",1
"A_24_P942481","GPR180","blue",1
"A_33_P3370763","A_33_P3370763","turquoise",1
"A_24_P194755","PWWP3A","turquoise",1
"A_33_P3233135","A_33_P3233135","turquoise",1
"A_24_P272352","LOC284441","blue",1
"A_33_P3301075","A_33_P3301075","blue",1
"A_32_P799227","A_32_P799227","turquoise",1
"A_33_P3368144","A_33_P3368144","turquoise",1
"A_23_P350617","KLB","grey",1
"A_23_P157569","ADHFE1","blue",1
"A_33_P3607359","A_33_P3607359","blue",1
"A_24_P743672","A_24_P743672","turquoise",1
"A_33_P3398917","A_33_P3398917","blue",1
"A_24_P153568","MPEG1","turquoise",1
"A_33_P3284557","A_33_P3284557","turquoise",1
"A_23_P67127","TMEM145","turquoise",1
"A_33_P3280030","A_33_P3280030","turquoise",1
"A_32_P181638","BVES","turquoise",1
"A_33_P3274372","A_33_P3274372","turquoise",1
"A_33_P3315699","A_33_P3315699","turquoise",1
"A_33_P3383994","A_33_P3383994","grey",1
"A_33_P3305620","A_33_P3305620","blue",1
"A_23_P131990","VSX1","turquoise",1
"A_23_P115046","EIF2B3","turquoise",1
"A_33_P3358397","A_33_P3358397","grey",1
"A_24_P282343","CDKL5","blue",1
"A_33_P3382629","A_33_P3382629","grey",1
"A_33_P3389133","A_33_P3389133","blue",1
"A_33_P3254606","A_33_P3254606","blue",1
"A_23_P1602","CDC42EP2","turquoise",1
"A_33_P3352148","A_33_P3352148","turquoise",1
"A_24_P227415","CLEC7A","turquoise",1
"A_23_P69249","ACTL6A","blue",1
"A_23_P14072","KRT8","blue",1
"A_32_P385587","ALAS2","grey",1
"A_32_P148476","A_32_P148476","blue",1
"A_32_P151782","A_32_P151782","turquoise",1
"A_33_P3214879","A_33_P3214879","turquoise",1
"A_33_P3418511","A_33_P3418511","turquoise",1
"A_32_P743407","GLYR1","blue",1
"A_33_P3619819","A_33_P3619819","turquoise",1
"A_33_P3792328","A_33_P3792328","blue",1
"A_23_P160354","AKT3","turquoise",1
"A_23_P108492","MARS2","blue",1
"A_23_P211056","PAXBP1","blue",1
"A_23_P41365","SMR3A","blue",1
"A_23_P9603","PRKDC","blue",1
"A_23_P429092","HBS1L","blue",1
"A_24_P256063","A_24_P256063","blue",1
"A_33_P3240295","A_33_P3240295","blue",1
"A_23_P355447","ZDHHC22","turquoise",1
"A_23_P432360","PMM2","blue",1
"A_24_P322354","SKA1","blue",1
"A_33_P3237364","A_33_P3237364","turquoise",1
"A_33_P3368750","A_33_P3368750","blue",1
"A_24_P845072","FAM91A1","blue",1
"A_23_P171336","NXF3","turquoise",1
"A_23_P218126","A_23_P218126","blue",1
"A_23_P148609","PLAC1","turquoise",1
"A_23_P501722","TSPAN32","turquoise",1
"A_33_P3298267","A_33_P3298267","blue",1
"A_33_P3324765","A_33_P3324765","blue",1
"A_33_P3371493","A_33_P3371493","blue",1
"A_24_P136683","A_24_P136683","blue",1
"A_33_P3401459","A_33_P3401459","turquoise",1
"A_24_P226108","RBM47","blue",1
"A_23_P49338","TNFRSF12A","blue",1
"A_23_P214079","SPINK1","grey",1
"A_32_P92789","A_32_P92789","turquoise",1
"A_33_P3253070","A_33_P3253070","blue",1
"A_24_P608302","SNHG17","blue",1
"A_23_P161297","OGDHL","turquoise",1
"A_33_P3346333","A_33_P3346333","turquoise",1
"A_33_P3294985","A_33_P3294985","blue",1
"A_24_P169843","A_24_P169843","blue",1
"A_23_P302005","STON1","turquoise",1
"A_23_P129413","DPEP3","blue",1
"A_32_P112493","PKDCC","turquoise",1
"A_23_P171359","WDR44","blue",1
"A_33_P3564409","A_33_P3564409","grey",1
"A_24_P164894","VPS26C","blue",1
"A_23_P143512","HSF2BP","turquoise",1
"A_33_P3342305","A_33_P3342305","turquoise",1
"A_33_P3413523","A_33_P3413523","blue",1
"A_33_P3655775","A_33_P3655775","blue",1
"A_33_P3257179","A_33_P3257179","turquoise",1
"A_33_P3376454","A_33_P3376454","blue",1
"A_24_P8371","SPNS2","blue",1
"A_23_P24004","IFIT2","turquoise",1
"A_24_P302802","PCCB","blue",1
"A_24_P321125","LRRC18","brown",1
"A_24_P311771","ZFR","blue",1
"A_33_P3300740","A_33_P3300740","turquoise",1
"A_33_P3364498","A_33_P3364498","turquoise",1
"A_33_P3336148","A_33_P3336148","turquoise",1
"A_33_P3223909","A_33_P3223909","turquoise",1
"A_33_P3364811","A_33_P3364811","turquoise",1
"A_23_P100764","SLC25A39","blue",1
"A_24_P116669","CANT1","blue",1
"A_23_P17190","KLHL41","blue",1
"A_33_P3338724","A_33_P3338724","turquoise",1
"A_24_P380061","ARHGAP24","turquoise",1
"A_33_P3336992","A_33_P3336992","blue",1
"A_23_P133332","MRPS27","blue",1
"A_24_P333326","MIA2","turquoise",1
"A_23_P433050","RXFP1","turquoise",1
"A_33_P3262814","A_33_P3262814","turquoise",1
"A_24_P15388","A_24_P15388","blue",1
"A_24_P373885","C19orf25","blue",1
"A_33_P3406866","A_33_P3406866","turquoise",1
"A_23_P98167","UNC93B1","turquoise",1
"A_23_P368681","GIMAP2","turquoise",1
"A_23_P106617","WFDC1","turquoise",1
"A_23_P108823","OSBPL6","brown",1
"A_33_P3321507","A_33_P3321507","blue",1
"A_24_P902052","A_24_P902052","blue",1
"A_23_P97853","TMEM254","turquoise",1
"A_23_P114405","MORF4L2","blue",1
"A_33_P3382380","A_33_P3382380","blue",1
"A_24_P40978","A_24_P40978","blue",1
"A_33_P3419632","A_33_P3419632","turquoise",1
"A_33_P3346680","A_33_P3346680","blue",1
"A_23_P387000","XKR6","turquoise",1
"A_33_P3385453","A_33_P3385453","grey",1
"A_24_P183150","CXCL3","grey",1
"A_33_P3259339","A_33_P3259339","blue",1
"A_23_P430792","HEATR9","turquoise",1
"A_33_P3424507","A_33_P3424507","turquoise",1
"A_33_P3305254","A_33_P3305254","blue",1
"A_23_P345707","TICRR","blue",1
"A_24_P4661","EI24","blue",1
"A_33_P3246028","A_33_P3246028","brown",1
"A_33_P3267760","A_33_P3267760","turquoise",1
"A_32_P142779","SPPL2C","turquoise",1
"A_33_P3261595","A_33_P3261595","grey",1
"A_33_P3222867","A_33_P3222867","turquoise",1
"A_33_P3349883","A_33_P3349883","blue",1
"A_23_P353125","FSIP1","brown",1
"A_32_P191503","A_32_P191503","blue",1
"A_33_P3212954","A_33_P3212954","turquoise",1
"A_33_P3220025","A_33_P3220025","turquoise",1
"A_23_P129209","IDH2","blue",1
"A_23_P64792","KCNMB4","turquoise",1
"A_24_P268993","LEAP2","turquoise",1
"A_33_P3416420","A_33_P3416420","turquoise",1
"A_33_P3277575","A_33_P3277575","turquoise",1
"A_33_P3365034","A_33_P3365034","turquoise",1
"A_33_P3215676","A_33_P3215676","turquoise",1
"A_33_P3226610","A_33_P3226610","turquoise",1
"A_33_P3268868","A_33_P3268868","turquoise",1
"A_33_P3321993","A_33_P3321993","blue",1
"A_33_P3270451","A_33_P3270451","blue",1
"A_23_P46928","PFKP","blue",1
"A_33_P3221313","A_33_P3221313","blue",1
"A_33_P3232080","A_33_P3232080","turquoise",1
"A_23_P306346","CARNMT1","blue",1
"A_23_P99452","BRCA2","turquoise",1
"A_33_P3394769","A_33_P3394769","blue",1
"A_33_P3348086","A_33_P3348086","blue",1
"A_24_P149124","NREP","turquoise",1
"A_32_P334325","RIMBP2","turquoise",1
"A_23_P151778","CMA1","turquoise",1
"A_33_P3216242","A_33_P3216242","turquoise",1
"A_23_P32233","KLF4","turquoise",1
"A_24_P118376","A_24_P118376","blue",1
"A_33_P3271001","A_33_P3271001","turquoise",1
"A_33_P3379091","A_33_P3379091","blue",1
"A_33_P3280074","A_33_P3280074","turquoise",1
"A_24_P36944","CEP170","blue",1
"A_33_P3290714","A_33_P3290714","turquoise",1
"A_23_P211680","MLC1","turquoise",1
"A_23_P3592","HSF4","blue",1
"A_23_P432573","MRGPRF","turquoise",1
"A_23_P119943","IGFBP2","turquoise",1
"A_33_P3372647","A_33_P3372647","blue",1
"A_23_P30567","CRHBP","turquoise",1
"A_23_P150009","ZDHHC16","blue",1
"A_33_P3405379","A_33_P3405379","grey",1
"A_24_P406334","STEAP1","blue",1
"A_24_P940149","C2CD2","blue",1
"A_23_P256148","AKIRIN1","blue",1
"A_24_P350589","RNF150","turquoise",1
"A_32_P8156","CABCOCO1","brown",1
"A_24_P193943","PIGN","blue",1
"A_32_P234827","ARMC1","blue",1
"A_23_P16743","MGAT5","turquoise",1
"A_33_P3326235","A_33_P3326235","grey",1
"A_24_P68585","SHC1","blue",1
"A_24_P14464","WFDC2","turquoise",1
"A_23_P208198","ZNF577","blue",1
"A_24_P304449","MLEC","blue",1
"A_23_P163235","CKMT1A","turquoise",1
"A_23_P152272","RNPS1","blue",1
"A_23_P14193","RFC3","blue",1
"A_32_P178800","ITGA2","blue",1
"A_24_P364236","NDUFC2","blue",1
"A_33_P3331228","A_33_P3331228","blue",1
"A_33_P3229301","A_33_P3229301","grey",1
"A_23_P161218","ANKRD1","turquoise",1
"A_24_P13715","FBXO22","turquoise",1
"A_23_P408094","MXD1","turquoise",1
"A_23_P256244","OXR1","turquoise",1
"A_23_P129569","PALB2","blue",1
"A_33_P3382924","A_33_P3382924","turquoise",1
"A_24_P389285","SND1-IT1","blue",1
"A_23_P157593","CHRNA6","turquoise",1
"A_33_P3280213","A_33_P3280213","blue",1
"A_33_P3304983","A_33_P3304983","turquoise",1
"A_23_P207879","CARD14","turquoise",1
"A_33_P3290343","A_33_P3290343","blue",1
"A_23_P327156","FUT8-AS1","turquoise",1
"A_23_P200489","TMEM63A","blue",1
"A_33_P3276927","A_33_P3276927","blue",1
"A_33_P3263851","A_33_P3263851","turquoise",1
"A_33_P3421728","A_33_P3421728","grey",1
"A_23_P358917","CYP3A7","blue",1
"A_32_P62997","PBK","blue",1
"A_23_P134384","PHF14","turquoise",1
"A_24_P138713","HEATR3","turquoise",1
"A_23_P336015","NOC2L","blue",1
"A_33_P3432135","A_33_P3432135","turquoise",1
"A_23_P136347","EPS8","blue",1
"A_24_P126557","RAVER1","blue",1
"A_33_P3224212","A_33_P3224212","blue",1
"A_33_P3415032","A_33_P3415032","turquoise",1
"A_33_P3411204","A_33_P3411204","blue",1
"A_32_P196263","ADAMTS9","turquoise",1
"A_33_P3334630","A_33_P3334630","turquoise",1
"A_23_P27744","A_23_P27744","blue",1
"A_23_P126735","IL10","turquoise",1
"A_33_P3353732","A_33_P3353732","blue",1
"A_33_P3420386","A_33_P3420386","turquoise",1
"A_23_P416581","GNAZ","blue",1
"A_23_P13094","MMP10","grey",1
"A_33_P3323544","A_33_P3323544","blue",1
"A_23_P379794","PIGW","blue",1
"A_23_P39525","FAM124B","turquoise",1
"A_24_P184305","BBS1","turquoise",1
"A_33_P3413483","A_33_P3413483","grey",1
"A_23_P157875","FCN1","turquoise",1
"A_33_P3235876","A_33_P3235876","blue",1
"A_23_P149259","TMEM79","blue",1
"A_23_P151710","PTGER2","turquoise",1
"A_23_P141208","DHRS7B","turquoise",1
"A_24_P289795","A_24_P289795","blue",1
"A_33_P3402350","A_33_P3402350","blue",1
"A_23_P337934","FBLIM1","blue",1
"A_23_P433791","SPRTN","blue",1
"A_23_P50919","SERPINE2","blue",1
"A_23_P252236","KLKB1","blue",1
"A_33_P3255304","A_33_P3255304","grey",1
"A_33_P3376636","A_33_P3376636","turquoise",1
"A_33_P3214446","A_33_P3214446","blue",1
"A_33_P3424339","A_33_P3424339","blue",1
"A_23_P377291","TGFA","blue",1
"A_33_P3269650","A_33_P3269650","blue",1
"A_33_P3286859","A_33_P3286859","blue",1
"A_24_P418203","CNTNAP3","turquoise",1
"A_23_P5611","RIF1","blue",1
"A_33_P3298810","A_33_P3298810","grey",1
"A_24_P225878","KIF9","brown",1
"A_33_P3293529","A_33_P3293529","blue",1
"A_24_P18146","PSD3","turquoise",1
"A_32_P115505","LTN1","blue",1
"A_23_P302568","SLC30A3","grey",1
"A_32_P514599","A_32_P514599","blue",1
"A_23_P136978","SRPX2","blue",1
"A_32_P182299","FYB2","turquoise",1
"A_23_P215449","BAZ1B","blue",1
"A_24_P362646","TXNDC9","blue",1
"A_23_P151598","CPNE6","turquoise",1
"A_24_P374319","RAP2C","blue",1
"A_24_P346855","MKI67","blue",1
"A_24_P40626","GREM2","blue",1
"A_23_P50646","A_23_P50646","turquoise",1
"A_23_P363936","HSPA4L","blue",1
"A_33_P3345314","A_33_P3345314","blue",1
"A_24_P940434","LINC02724","turquoise",1
"A_23_P434944","ILF3","blue",1
"A_23_P361654","IGKC","blue",1
"A_23_P80902","KIF15","blue",1
"A_33_P3397066","A_33_P3397066","blue",1
"A_23_P31453","STEAP1","turquoise",1
"A_33_P3363804","A_33_P3363804","turquoise",1
"A_24_P194730","ZSCAN22","turquoise",1
"A_33_P3304092","A_33_P3304092","turquoise",1
"A_24_P401601","A_24_P401601","blue",1
"A_23_P207850","TNS4","turquoise",1
"A_24_P50972","GOLGA6L1","turquoise",1
"A_23_P157865","TNC","grey",1
"A_33_P3364904","A_33_P3364904","blue",1
"A_23_P314805","TLCD4","turquoise",1
"A_23_P65651","WARS1","grey",1
"A_33_P3298634","A_33_P3298634","blue",1
"A_33_P3336715","A_33_P3336715","turquoise",1
"A_33_P3311966","A_33_P3311966","turquoise",1
"A_33_P3303361","A_33_P3303361","turquoise",1
"A_23_P88678","TMEM266","turquoise",1
"A_33_P3389394","A_33_P3389394","blue",1
"A_32_P226078","OAZ3","turquoise",1
"A_23_P406350","MFSD3","blue",1
"A_23_P88691","CHRNA5","blue",1
"A_23_P312851","PMEL","blue",1
"A_23_P408955","E2F2","blue",1
"A_24_P357847","IGK","blue",1
"A_23_P83579","ARNT2","turquoise",1
"A_33_P3281985","A_33_P3281985","grey",1
"A_23_P323227","PPP1CA","blue",1
"A_23_P82929","CCN3","grey",1
"A_23_P103837","UBAP2L","blue",1
"A_23_P21800","IGK","blue",1
"A_33_P3311210","A_33_P3311210","turquoise",1
"A_33_P3276364","A_33_P3276364","blue",1
"A_23_P205293","EXD2","blue",1
"A_33_P3318530","A_33_P3318530","blue",1
"A_23_P216094","ASPH","blue",1
"A_23_P80295","SYN3","grey",1
"A_33_P3407049","A_33_P3407049","turquoise",1
"A_23_P71503","RHPN1-AS1","turquoise",1
"A_23_P28953","DNMT3B","turquoise",1
"A_23_P81507","FAT2","turquoise",1
"A_23_P5654","IL37","grey",1
"A_33_P3240163","A_33_P3240163","turquoise",1
"A_23_P217015","SET","blue",1
"A_24_P305223","CTAGE1","blue",1
"A_23_P21495","FCGBP","grey",1
"A_24_P295245","ASPH","blue",1
"A_33_P3269728","A_33_P3269728","blue",1
"A_24_P917686","A_24_P917686","turquoise",1
"A_23_P200096","SPSB1","blue",1
"A_33_P3318796","A_33_P3318796","turquoise",1
"A_24_P237613","USP12","blue",1
"A_33_P3256088","A_33_P3256088","blue",1
"A_23_P307430","LSM12","blue",1
"A_23_P210330","A_23_P210330","turquoise",1
"A_33_P3322328","A_33_P3322328","turquoise",1
"A_33_P3319791","A_33_P3319791","turquoise",1
"A_24_P218814","RDH5","turquoise",1
"A_33_P3369495","A_33_P3369495","grey",1
"A_33_P3390284","A_33_P3390284","blue",1
"A_24_P239606","GADD45B","turquoise",1
"A_33_P3336700","A_33_P3336700","blue",1
"A_33_P3331174","A_33_P3331174","blue",1
"A_23_P369746","A_23_P369746","turquoise",1
"A_33_P3323054","A_33_P3323054","turquoise",1
"A_33_P3714341","A_33_P3714341","blue",1
"A_23_P7965","PGC","turquoise",1
"A_23_P93938","A_23_P93938","turquoise",1
"A_33_P3283900","A_33_P3283900","blue",1
"A_33_P3414689","A_33_P3414689","blue",1
"A_33_P3212754","A_33_P3212754","blue",1
"A_23_P67847","GALNT14","grey",1
"A_33_P3268555","A_33_P3268555","turquoise",1
"A_32_P154342","SLCO4C1","grey",1
"A_23_P138461","TWNK","blue",1
"A_23_P62227","TASL","turquoise",1
"A_24_P148026","A_24_P148026","turquoise",1
"A_23_P99762","RBM25","blue",1
"A_23_P100355","PPP4C","blue",1
"A_23_P29257","H1-0","blue",1
"A_23_P85453","CD244","turquoise",1
"A_33_P3244828","A_33_P3244828","blue",1
"A_24_P355145","DNAJC5B","turquoise",1
"A_24_P510357","IGLJ3","blue",1
"A_23_P20022","HILPDA","turquoise",1
"A_33_P3326483","A_33_P3326483","turquoise",1
"A_33_P3254708","A_33_P3254708","grey",1
"A_24_P204011","FOXR1","turquoise",1
"A_32_P327679","MYRF-AS1","turquoise",1
"A_33_P3227269","A_33_P3227269","grey",1
"A_32_P56392","RBMX","blue",1
"A_23_P386384","C1orf87","brown",1
"A_33_P3279920","A_33_P3279920","blue",1
"A_33_P3276282","A_33_P3276282","blue",1
"A_23_P46673","A_23_P46673","blue",1
"A_23_P19482","DDAH2","turquoise",1
"A_23_P54728","ANTKMT","blue",1
"A_33_P3298024","A_33_P3298024","grey",1
"A_23_P146134","DUSP26","blue",1
"A_23_P100795","STAT3","blue",1
"A_23_P13701","TMBIM4","turquoise",1
"A_33_P3391387","A_33_P3391387","turquoise",1
"A_33_P3411338","A_33_P3411338","turquoise",1
"A_33_P3386723","A_33_P3386723","blue",1
"A_24_P215407","DDX6","blue",1
"A_32_P170547","CT45A5","turquoise",1
"A_23_P207461","CA10","grey",1
"A_33_P3281435","A_33_P3281435","blue",1
"A_33_P3341841","A_33_P3341841","blue",1
"A_33_P3240482","A_33_P3240482","turquoise",1
"A_23_P118174","PLK1","blue",1
"A_33_P3218975","A_33_P3218975","turquoise",1
"A_24_P364838","NHERF2","turquoise",1
"A_33_P3397770","A_33_P3397770","turquoise",1
"A_23_P93641","AKR1B10","blue",1
"A_33_P3329023","A_33_P3329023","blue",1
"A_24_P125283","HDAC5","turquoise",1
"A_33_P3361472","A_33_P3361472","blue",1
"A_24_P123833","SEMA3E","turquoise",1
"A_33_P3305173","A_33_P3305173","blue",1
"A_23_P322756","A_23_P322756","turquoise",1
"A_33_P3247678","A_33_P3247678","turquoise",1
"A_32_P71447","NCAPD3","blue",1
"A_33_P3315149","A_33_P3315149","turquoise",1
"A_33_P3319925","A_33_P3319925","blue",1
"A_33_P3366758","A_33_P3366758","turquoise",1
"A_33_P3212302","A_33_P3212302","turquoise",1
"A_33_P3317825","A_33_P3317825","blue",1
"A_24_P126651","TCEA1","blue",1
"A_33_P3352873","A_33_P3352873","blue",1
"A_24_P220454","CUX1","blue",1
