"ProbeID","GeneSymbol","ModuleColor","kME"
"A_23_P90601","STEAP3","turquoise",1
"A_23_P24784","TNNI2","turquoise",1
"A_24_P205252","FAM13C","turquoise",1
"A_23_P200728","FCGR3A","turquoise",1
"A_32_P191840","A_32_P191840","blue",1
"A_23_P139260","SLC22A18","turquoise",1
"A_33_P3258467","A_33_P3258467","turquoise",1
"A_23_P156861","RGS17","turquoise",1
"A_23_P403081","C5orf34","blue",1
"A_33_P3276455","A_33_P3276455","blue",1
"A_33_P3350488","A_33_P3350488","blue",1
"A_33_P3397599","A_33_P3397599","turquoise",1
"A_24_P297539","UBE2C","blue",1
"A_33_P3691860","A_33_P3691860","turquoise",1
"A_23_P34676","CD247","turquoise",1
"A_24_P101114","CNOT1","blue",1
"A_23_P218827","POLQ","blue",1
"A_23_P397543","LINC00174","blue",1
"A_33_P3332521","A_33_P3332521","turquoise",1
"A_33_P3353816","A_33_P3353816","turquoise",1
"A_23_P96285","REEP1","blue",1
"A_32_P128258","SIGLEC17P","turquoise",1
"A_33_P3331376","A_33_P3331376","turquoise",1
"A_32_P46571","RHBDL2","turquoise",1
"A_33_P3231090","A_33_P3231090","turquoise",1
"A_23_P23155","AJAP1","turquoise",1
"A_23_P103864","TTC13","turquoise",1
"A_33_P3418846","A_33_P3418846","turquoise",1
"A_23_P43079","INTS8","turquoise",1
"A_23_P114839","FHL3","turquoise",1
"A_23_P111041","H2BC10","turquoise",1
"A_23_P118615","ABCA8","turquoise",1
"A_33_P3276435","A_33_P3276435","turquoise",1
"A_33_P3344801","A_33_P3344801","turquoise",1
"A_33_P3263867","A_33_P3263867","turquoise",1
"A_33_P3353796","A_33_P3353796","turquoise",1
"A_33_P3382267","A_33_P3382267","blue",1
"A_33_P3404126","A_33_P3404126","turquoise",1
"A_23_P34031","XAGE2","turquoise",1
"A_24_P6911","A_24_P6911","turquoise",1
"A_24_P45446","GBP4","turquoise",1
"A_23_P348323","PCGF2","blue",1
"A_23_P151805","FBLN5","turquoise",1
"A_24_P92367","YDJC","blue",1
"A_33_P3217619","A_33_P3217619","turquoise",1
"A_33_P3289386","A_33_P3289386","turquoise",1
"A_23_P201432","ADSS2","blue",1
"A_23_P371835","GATA5","blue",1
"A_33_P3390778","A_33_P3390778","turquoise",1
"A_23_P154566","TOX2","turquoise",1
"A_33_P3326568","A_33_P3326568","turquoise",1
"A_33_P3447441","A_33_P3447441","blue",1
"A_33_P3845673","A_33_P3845673","turquoise",1
"A_33_P3317613","A_33_P3317613","turquoise",1
"A_23_P41267","LOC401127","blue",1
"A_23_P359214","A_23_P359214","turquoise",1
"A_23_P157879","FCN1","turquoise",1
"A_33_P3258462","A_33_P3258462","turquoise",1
"A_23_P115011","ADAMTSL4","turquoise",1
"A_23_P48669","CDKN3","blue",1
"A_24_P933794","A_24_P933794","blue",1
"A_23_P137935","MNDA","turquoise",1
"A_23_P259611","NME8","turquoise",1
"A_24_P230916","MIER1","turquoise",1
"A_24_P323598","ESCO2","blue",1
"A_33_P3550894","A_33_P3550894","turquoise",1
"A_33_P3413989","A_33_P3413989","turquoise",1
"A_23_P97632","EPRS1","blue",1
"A_23_P167129","HHIP","turquoise",1
"A_23_P15844","BRIP1","blue",1
"A_23_P26759","CANT1","blue",1
"A_33_P3296846","A_33_P3296846","turquoise",1
"A_33_P3222019","A_33_P3222019","blue",1
"A_32_P468743","CIMAP1C","turquoise",1
"A_32_P142881","SMG1","blue",1
"A_33_P3214481","A_33_P3214481","blue",1
"A_24_P173746","RALGPS2","blue",1
"A_23_P384056","CCDC14","blue",1
"A_23_P64161","ANGPTL5","turquoise",1
"A_23_P6914","OSBPL11","blue",1
"A_23_P137143","DKC1","blue",1
"A_24_P139901","GYPC","turquoise",1
"A_33_P3371175","A_33_P3371175","blue",1
"A_33_P3220470","A_33_P3220470","turquoise",1
"A_33_P3328559","A_33_P3328559","turquoise",1
"A_33_P3216621","A_33_P3216621","turquoise",1
"A_33_P3419460","A_33_P3419460","blue",1
"A_33_P3368879","A_33_P3368879","turquoise",1
"A_33_P3262191","A_33_P3262191","turquoise",1
"A_33_P3331267","A_33_P3331267","turquoise",1
"A_33_P3229288","A_33_P3229288","turquoise",1
"A_23_P70148","NNT","blue",1
"A_33_P3237874","A_33_P3237874","blue",1
"A_23_P1691","MMP1","turquoise",1
"A_24_P558365","A_24_P558365","turquoise",1
"A_33_P3221980","A_33_P3221980","blue",1
"A_23_P70007","HMMR","blue",1
"A_24_P34155","A_24_P34155","turquoise",1
"A_23_P200780","TGFBR3","turquoise",1
"A_23_P90357","TBXA2R","turquoise",1
"A_24_P941268","CA5B","blue",1
"A_23_P380208","VEPH1","turquoise",1
"A_33_P3407564","A_33_P3407564","blue",1
"A_23_P501831","FAXDC2","turquoise",1
"A_23_P339098","SLC35F2","turquoise",1
"A_24_P555066","SMTNL2","turquoise",1
"A_33_P3355407","A_33_P3355407","turquoise",1
"A_23_P357794","MTBP","blue",1
"A_24_P413884","CENPA","blue",1
"A_33_P3331853","A_33_P3331853","turquoise",1
"A_23_P218369","CCL15","turquoise",1
"A_23_P397937","SAMD3","turquoise",1
"A_33_P3272663","A_33_P3272663","turquoise",1
"A_23_P203540","EHF","turquoise",1
"A_23_P113161","C1orf21","blue",1
"A_23_P42588","GIMAP5","turquoise",1
"A_23_P38505","CXCL16","blue",1
"A_23_P500614","TNFRSF8","turquoise",1
"A_33_P3421923","A_33_P3421923","blue",1
"A_33_P3394995","A_33_P3394995","turquoise",1
"A_24_P196704","KMT2E","blue",1
"A_33_P3392517","A_33_P3392517","turquoise",1
"A_33_P3302320","A_33_P3302320","blue",1
"A_23_P206022","ITGA11","blue",1
"A_23_P630","MSTO1","turquoise",1
"A_23_P100632","JPT1","blue",1
"A_23_P420373","DNMT3A","turquoise",1
"A_32_P153892","A_32_P153892","turquoise",1
"A_32_P155416","ERI3","blue",1
"A_24_P13024","SLC16A12","turquoise",1
"A_33_P3378161","A_33_P3378161","turquoise",1
"A_32_P47754","SLC2A14","turquoise",1
"A_23_P19754","CPA4","blue",1
"A_23_P151746","ISCA2","turquoise",1
"A_23_P132444","TCEA1","blue",1
"A_23_P380326","SLC39A9","blue",1
"A_33_P3331080","A_33_P3331080","turquoise",1
"A_23_P361569","SLC35F5","turquoise",1
"A_33_P3323453","A_33_P3323453","blue",1
"A_33_P3423791","A_33_P3423791","turquoise",1
"A_24_P380536","CD164","blue",1
"A_33_P3314594","A_33_P3314594","blue",1
"A_33_P3251703","A_33_P3251703","turquoise",1
"A_23_P413815","VKORC1L1","turquoise",1
"A_33_P3319041","A_33_P3319041","turquoise",1
"A_33_P3286422","A_33_P3286422","blue",1
"A_23_P425925","KRT222","turquoise",1
"A_24_P414999","LAPTM4B","blue",1
"A_33_P3402565","A_33_P3402565","blue",1
"A_23_P154688","SLC4A11","turquoise",1
"A_23_P133345","CLINT1","blue",1
"A_32_P48949","A_32_P48949","turquoise",1
"A_23_P75790","MYRF","turquoise",1
"A_23_P111311","AKAP12","turquoise",1
"A_23_P156788","STX11","turquoise",1
"A_24_P398810","EIF5","turquoise",1
"A_23_P48295","CDADC1","blue",1
"A_33_P3303956","A_33_P3303956","blue",1
"A_24_P409661","A_24_P409661","blue",1
"A_33_P3218905","A_33_P3218905","blue",1
"A_32_P54544","CCT6A","blue",1
"A_33_P3313785","A_33_P3313785","blue",1
"A_24_P171182","ACBD3","blue",1
"A_23_P114670","ARHGEF16","turquoise",1
"A_33_P3277514","A_33_P3277514","turquoise",1
"A_23_P19333","TREM1","turquoise",1
"A_32_P795513","LMOD3","turquoise",1
"A_23_P254863","NIM1K","turquoise",1
"A_24_P62659","TSPAN2","turquoise",1
"A_33_P3396635","A_33_P3396635","blue",1
"A_33_P3627001","A_33_P3627001","blue",1
"A_23_P216340","SLA","turquoise",1
"A_33_P3237804","A_33_P3237804","blue",1
"A_33_P3369178","A_33_P3369178","turquoise",1
"A_33_P3422265","A_33_P3422265","blue",1
"A_33_P3214463","A_33_P3214463","turquoise",1
"A_23_P118042","LRRC36","blue",1
"A_24_P195476","PMS2P5","turquoise",1
"A_23_P137578","FBXO28","blue",1
"A_23_P81770","PTP4A1","blue",1
"A_23_P387184","A_23_P387184","turquoise",1
"A_23_P428298","UNC5CL","turquoise",1
"A_33_P3237150","A_33_P3237150","turquoise",1
"A_23_P162199","PIP4K2C","blue",1
"A_24_P247074","A_24_P247074","blue",1
"A_32_P21255","SLC30A4","turquoise",1
"A_33_P3332018","A_33_P3332018","turquoise",1
"A_33_P3335366","A_33_P3335366","blue",1
"A_33_P3287562","A_33_P3287562","blue",1
"A_33_P3258546","A_33_P3258546","blue",1
"A_23_P18447","PPARGC1A","turquoise",1
"A_33_P3243429","A_33_P3243429","turquoise",1
"A_23_P209288","CUL3","turquoise",1
"A_23_P122197","CCNB1","blue",1
"A_33_P3245858","A_33_P3245858","blue",1
"A_33_P3332414","A_33_P3332414","turquoise",1
"A_23_P124417","BUB1","blue",1
"A_33_P3390122","A_33_P3390122","turquoise",1
"A_23_P169351","SH3GL2","turquoise",1
"A_33_P3374215","A_33_P3374215","blue",1
"A_24_P942969","FUT2","turquoise",1
"A_33_P3398533","A_33_P3398533","blue",1
"A_23_P303671","ECM2","turquoise",1
"A_23_P352291","SRSF10","blue",1
"A_33_P3423121","A_33_P3423121","turquoise",1
"A_23_P10980","ADGRL3","turquoise",1
"A_33_P3378051","A_33_P3378051","blue",1
"A_33_P3406661","A_33_P3406661","turquoise",1
"A_33_P3362611","A_33_P3362611","turquoise",1
"A_24_P88554","PEX11B","turquoise",1
"A_23_P160159","SLC2A5","blue",1
"A_23_P203645","CREBZF","turquoise",1
"A_24_P87931","APOL1","turquoise",1
"A_33_P3319870","A_33_P3319870","blue",1
"A_32_P116323","SMG1","blue",1
"A_24_P282237","PRIM2","blue",1
"A_33_P3216869","A_33_P3216869","blue",1
"A_23_P148015","AXIN2","blue",1
"A_23_P216596","SVEP1","turquoise",1
"A_23_P119222","RETN","turquoise",1
"A_24_P295010","SERPINB9","turquoise",1
"A_33_P3290567","A_33_P3290567","turquoise",1
"A_23_P202520","ABLIM1","turquoise",1
"A_33_P3241369","A_33_P3241369","turquoise",1
"A_32_P89730","A_32_P89730","blue",1
"A_24_P359191","SLC6A6","turquoise",1
"A_23_P386764","DOLPP1","blue",1
"A_23_P102364","NGEF","turquoise",1
"A_23_P130974","IQCN","blue",1
"A_33_P3276329","A_33_P3276329","blue",1
"A_33_P3416414","A_33_P3416414","blue",1
"A_33_P3369844","A_33_P3369844","turquoise",1
"A_33_P3209960","A_33_P3209960","turquoise",1
"A_33_P3306103","A_33_P3306103","turquoise",1
"A_24_P365180","DSEL","turquoise",1
"A_23_P88303","HSPA2","turquoise",1
"A_33_P3509233","A_33_P3509233","turquoise",1
"A_24_P275073","ADAMTS14","blue",1
"A_23_P436281","H4C15","turquoise",1
"A_33_P3773195","A_33_P3773195","turquoise",1
"A_33_P3294372","A_33_P3294372","blue",1
"A_33_P3546033","A_33_P3546033","turquoise",1
"A_23_P143817","MYLK","turquoise",1
"A_24_P57700","ZHX3","turquoise",1
"A_24_P305050","CD300LG","turquoise",1
"A_23_P63232","CREB3L4","turquoise",1
"A_33_P3307337","A_33_P3307337","turquoise",1
"A_23_P42080","TMEM14A","turquoise",1
"A_23_P70566","FKBPL","blue",1
"A_23_P96165","TOP6BL","blue",1
"A_32_P98732","GCM1","blue",1
"A_24_P349560","EIF4E","blue",1
"A_23_P78170","MYBBP1A","turquoise",1
"A_24_P225468","ANP32E","blue",1
"A_23_P148475","KIF4A","blue",1
"A_33_P3253394","A_33_P3253394","turquoise",1
"A_23_P12147","C1orf74","blue",1
"A_32_P210642","EGFL7","turquoise",1
"A_33_P3263027","A_33_P3263027","blue",1
"A_33_P3268726","A_33_P3268726","blue",1
"A_33_P3701149","A_33_P3701149","turquoise",1
"A_23_P148273","MAGT1","turquoise",1
"A_33_P3252605","A_33_P3252605","turquoise",1
"A_33_P3396891","A_33_P3396891","turquoise",1
"A_33_P3221723","A_33_P3221723","turquoise",1
"A_33_P3313145","A_33_P3313145","blue",1
"A_33_P3229083","A_33_P3229083","turquoise",1
"A_32_P4018","A_32_P4018","turquoise",1
"A_33_P3311907","A_33_P3311907","blue",1
"A_33_P3304688","A_33_P3304688","blue",1
"A_33_P3221203","A_33_P3221203","turquoise",1
"A_32_P54037","CCDC38","blue",1
"A_23_P212196","OGG1","turquoise",1
"A_23_P406131","LDAF1","turquoise",1
"A_23_P11372","HPRT1","blue",1
"A_32_P167396","MED14OS","turquoise",1
"A_23_P88731","RAD51","blue",1
"A_23_P207507","ABCC3","turquoise",1
"A_23_P92441","MAD2L1","blue",1
"A_33_P3366456","A_33_P3366456","blue",1
"A_23_P156826","ADTRP","turquoise",1
"A_33_P3383871","A_33_P3383871","turquoise",1
"A_24_P194503","A_24_P194503","turquoise",1
"A_24_P658584","SASH1","turquoise",1
"A_23_P166087","RASSF2","turquoise",1
"A_24_P124624","OLR1","turquoise",1
"A_23_P83453","SMARCC1","blue",1
"A_33_P3248842","A_33_P3248842","blue",1
"A_33_P3386262","A_33_P3386262","blue",1
"A_23_P385861","CDCA2","blue",1
"A_32_P198923","YWHAZ","blue",1
"A_23_P422724","PPIC","blue",1
"A_33_P3209962","A_33_P3209962","turquoise",1
"A_33_P3382565","A_33_P3382565","blue",1
"A_24_P106624","MEOX2","turquoise",1
"A_33_P3276604","A_33_P3276604","turquoise",1
"A_24_P160466","GPRIN1","blue",1
"A_33_P3243929","A_33_P3243929","blue",1
"A_33_P3318852","A_33_P3318852","turquoise",1
"A_33_P3362696","A_33_P3362696","blue",1
"A_24_P555510","A_24_P555510","blue",1
"A_23_P105651","PDZRN4","turquoise",1
"A_33_P3340828","A_33_P3340828","turquoise",1
"A_32_P156373","A_32_P156373","turquoise",1
"A_33_P3290239","A_33_P3290239","blue",1
"A_24_P234415","STAC","turquoise",1
"A_33_P3253687","A_33_P3253687","turquoise",1
"A_33_P3420048","A_33_P3420048","turquoise",1
"A_32_P117354","LIMCH1","blue",1
"A_23_P93562","SESN1","turquoise",1
"A_24_P105933","VIPR1","turquoise",1
"A_33_P3833211","A_33_P3833211","blue",1
"A_23_P388812","CKAP2L","blue",1
"A_33_P3257607","A_33_P3257607","blue",1
"A_33_P3230269","A_33_P3230269","turquoise",1
"A_32_P174365","SATB2","blue",1
"A_33_P3248439","A_33_P3248439","turquoise",1
"A_24_P944253","KLHL6","turquoise",1
"A_23_P343935","EGLN1","blue",1
"A_32_P45009","IDH1","turquoise",1
"A_23_P25121","FKBP11","blue",1
"A_23_P142974","ARHGAP25","turquoise",1
"A_23_P202602","SEC23IP","turquoise",1
"A_23_P254741","SOD3","turquoise",1
"A_24_P381555","SAP18","blue",1
"A_24_P309360","TM9SF3","blue",1
"A_23_P146830","SLC25A10","blue",1
"A_32_P108826","ZBTB41","turquoise",1
"A_23_P15357","LGALS3BP","blue",1
"A_23_P45917","CKS1B","blue",1
"A_33_P3358621","A_33_P3358621","blue",1
"A_23_P81590","PDE6A","turquoise",1
"A_23_P33364","SH3D19","turquoise",1
"A_23_P103672","NES","turquoise",1
"A_23_P92261","ECE2","blue",1
"A_24_P347378","ALOX5AP","turquoise",1
"A_23_P143173","SLA2","turquoise",1
"A_23_P160154","GALE","blue",1
"A_24_P336577","INKA2","turquoise",1
"A_33_P3531204","A_33_P3531204","turquoise",1
"A_33_P3246985","A_33_P3246985","turquoise",1
"A_23_P153562","C5AR1","turquoise",1
"A_33_P3278318","A_33_P3278318","blue",1
"A_32_P72110","PVR","turquoise",1
"A_33_P3231437","A_33_P3231437","turquoise",1
"A_33_P3315944","A_33_P3315944","turquoise",1
"A_24_P411815","MPLKIP","blue",1
"A_23_P139050","OR8D2","turquoise",1
"A_33_P3258510","A_33_P3258510","turquoise",1
"A_23_P96369","RADX","turquoise",1
"A_24_P272310","MUSTN1","blue",1
"A_33_P3242136","A_33_P3242136","blue",1
"A_33_P3362900","A_33_P3362900","blue",1
"A_33_P3461416","A_33_P3461416","blue",1
"A_33_P3357535","A_33_P3357535","blue",1
"A_33_P3234015","A_33_P3234015","blue",1
"A_33_P3291510","A_33_P3291510","blue",1
"A_33_P3231653","A_33_P3231653","turquoise",1
"A_24_P269129","ZDHHC14","turquoise",1
"A_23_P89422","ABCA10","turquoise",1
"A_23_P127533","DCUN1D5","blue",1
"A_23_P47565","LDHA","blue",1
"A_33_P3897734","A_33_P3897734","turquoise",1
"A_23_P70719","LAMA2","turquoise",1
"A_33_P3383816","A_33_P3383816","turquoise",1
"A_23_P119196","KLF2","turquoise",1
"A_23_P30223","SRD5A1","turquoise",1
"A_23_P160934","ANP32E","turquoise",1
"A_23_P254797","BPIFB2","turquoise",1
"A_33_P3374723","A_33_P3374723","turquoise",1
"A_23_P55779","CYP2A13","blue",1
"A_33_P3214466","A_33_P3214466","turquoise",1
"A_23_P103703","HSPB7","turquoise",1
"A_24_P163920","FAR1","turquoise",1
"A_23_P160537","AUNIP","blue",1
"A_24_P702813","A_24_P702813","turquoise",1
"A_24_P143492","BCAS4","turquoise",1
"A_33_P3317988","A_33_P3317988","blue",1
"A_23_P426663","MITF","turquoise",1
"A_23_P69100","ARHGEF26","turquoise",1
"A_23_P331598","IPO7","blue",1
"A_33_P3772150","A_33_P3772150","turquoise",1
"A_33_P3232980","A_33_P3232980","blue",1
"A_32_P11230","LINC00999","blue",1
"A_23_P155463","LRRC2","turquoise",1
"A_23_P53039","LDHC","blue",1
"A_23_P108751","FHL2","blue",1
"A_23_P7636","PTTG1","blue",1
"A_23_P169629","SHMT2","blue",1
"A_23_P303978","HOXA-AS2","turquoise",1
"A_23_P48835","KIF23","blue",1
"A_33_P3365666","A_33_P3365666","turquoise",1
"A_23_P300090","SLC10A7","turquoise",1
"A_24_P335620","SLC7A5","blue",1
"A_33_P3372237","A_33_P3372237","blue",1
"A_24_P355944","EFNB2","turquoise",1
"A_23_P24104","PLAU","blue",1
"A_32_P204205","SIX4","turquoise",1
"A_33_P3384835","A_33_P3384835","blue",1
"A_23_P312901","ADGRG4","turquoise",1
"A_23_P75283","RBP4","turquoise",1
"A_24_P317450","OSTCP1","blue",1
"A_24_P30557","TBX5","turquoise",1
"A_23_P92730","HSPB3","blue",1
"A_23_P142075","ACP5","turquoise",1
"A_23_P70991","AIMP2","blue",1
"A_23_P396328","MPDZ","blue",1
"A_23_P211985","SNRK","turquoise",1
"A_23_P64898","KLRG1","turquoise",1
"A_32_P107876","FRAS1","turquoise",1
"A_33_P3334575","A_33_P3334575","blue",1
"A_24_P935794","ALKAL1","turquoise",1
"A_33_P3286958","A_33_P3286958","blue",1
"A_23_P108028","ZNF146","blue",1
"A_33_P3362208","A_33_P3362208","blue",1
"A_33_P3402570","A_33_P3402570","turquoise",1
"A_33_P3245248","A_33_P3245248","blue",1
"A_23_P57709","PCOLCE2","turquoise",1
"A_33_P3379268","A_33_P3379268","turquoise",1
"A_24_P200000","STEAP3","turquoise",1
"A_33_P3299834","A_33_P3299834","blue",1
"A_23_P135132","FRMD3","turquoise",1
"A_23_P1083","GJA4","turquoise",1
"A_23_P50000","TLCD3A","blue",1
"A_33_P3400477","A_33_P3400477","blue",1
"A_24_P304723","PPIB","blue",1
"A_24_P83678","MMS22L","blue",1
"A_32_P197561","EBF1","turquoise",1
"A_32_P2452","TMTC1","turquoise",1
"A_32_P215938","GPSM1","turquoise",1
"A_33_P3338116","A_33_P3338116","blue",1
"A_23_P382835","P2RY1","turquoise",1
"A_23_P38795","FPR1","turquoise",1
"A_23_P208389","AXL","turquoise",1
"A_33_P3262789","A_33_P3262789","turquoise",1
"A_32_P202438","A_32_P202438","turquoise",1
"A_23_P203949","DDX11","blue",1
"A_23_P208482","A_23_P208482","turquoise",1
"A_32_P206839","CRIM1-DT","blue",1
"A_23_P64873","DCN","turquoise",1
"A_33_P3255046","A_33_P3255046","blue",1
"A_23_P123732","IDNK","blue",1
"A_33_P3387090","A_33_P3387090","turquoise",1
"A_23_P370569","KICS2","turquoise",1
"A_33_P3296067","A_33_P3296067","blue",1
"A_33_P3403107","A_33_P3403107","turquoise",1
"A_24_P195286","A_24_P195286","turquoise",1
"A_23_P151150","FOXM1","blue",1
"A_24_P82032","RHOJ","turquoise",1
"A_24_P32085","MOB3B","turquoise",1
"A_33_P3234764","A_33_P3234764","blue",1
"A_23_P309381","H2AC19","turquoise",1
"A_33_P3379454","A_33_P3379454","blue",1
"A_23_P211631","FBLN1","turquoise",1
"A_23_P404698","COL6A5","turquoise",1
"A_24_P218979","CDCA3","blue",1
"A_33_P3253596","A_33_P3253596","blue",1
"A_32_P41553","TSACC","turquoise",1
"A_33_P3842556","A_33_P3842556","turquoise",1
"A_24_P83586","MMACHC","turquoise",1
"A_24_P941167","APOL6","turquoise",1
"A_23_P8013","H2BC13","turquoise",1
"A_23_P250619","ZDHHC14","turquoise",1
"A_23_P107735","CD79A","blue",1
"A_23_P327698","LMBRD2","turquoise",1
"A_23_P22647","NALF2","turquoise",1
"A_23_P109026","KCNK15","blue",1
"A_24_P187799","CPED1","turquoise",1
"A_24_P941217","SGPP2","turquoise",1
"A_23_P45699","FUBP1","blue",1
"A_23_P166154","FAM182B","turquoise",1
"A_33_P3283974","A_33_P3283974","turquoise",1
"A_33_P3278043","A_33_P3278043","blue",1
"A_33_P3380331","A_33_P3380331","blue",1
"A_33_P3866631","A_33_P3866631","blue",1
"A_23_P30464","PRR7","blue",1
"A_23_P145376","MAPK13","turquoise",1
"A_33_P3398386","A_33_P3398386","turquoise",1
"A_33_P3271196","A_33_P3271196","turquoise",1
"A_33_P3360341","A_33_P3360341","turquoise",1
"A_33_P3317942","A_33_P3317942","turquoise",1
"A_24_P99090","CKAP2","blue",1
"A_23_P2683","RPAP3","turquoise",1
"A_24_P233850","SDHC","blue",1
"A_23_P44581","NOMO1","blue",1
"A_33_P3256510","A_33_P3256510","turquoise",1
"A_32_P494790","A_32_P494790","turquoise",1
"A_24_P160413","A_24_P160413","blue",1
"A_32_P186226","IPO7","turquoise",1
"A_23_P215048","KIAA0408","blue",1
"A_33_P3319150","A_33_P3319150","turquoise",1
"A_33_P3501900","A_33_P3501900","blue",1
"A_23_P252062","PPARG","turquoise",1
"A_33_P3375809","A_33_P3375809","blue",1
"A_23_P79360","NOSTRIN","blue",1
"A_33_P3217238","A_33_P3217238","blue",1
"A_24_P215653","CLEC14A","turquoise",1
"A_24_P381224","SYVN1","blue",1
"A_33_P3374087","A_33_P3374087","turquoise",1
"A_33_P3267296","A_33_P3267296","blue",1
"A_33_P3267460","A_33_P3267460","turquoise",1
"A_33_P3262560","A_33_P3262560","turquoise",1
"A_33_P3867534","A_33_P3867534","blue",1
"A_33_P3303355","A_33_P3303355","blue",1
"A_23_P330461","TMC4","blue",1
"A_33_P3327592","A_33_P3327592","blue",1
"A_23_P424561","RHOV","turquoise",1
"A_24_P655849","SMAD9","turquoise",1
"A_33_P3364379","A_33_P3364379","blue",1
"A_33_P3303951","A_33_P3303951","blue",1
"A_23_P204079","NPFF","blue",1
"A_33_P3384462","A_33_P3384462","blue",1
"A_33_P3333982","A_33_P3333982","blue",1
"A_33_P3261982","A_33_P3261982","blue",1
"A_23_P423309","PCDH12","turquoise",1
"A_33_P3239569","A_33_P3239569","blue",1
"A_33_P3323599","A_33_P3323599","turquoise",1
"A_33_P3412016","A_33_P3412016","blue",1
"A_23_P99386","TNFSF11","blue",1
"A_33_P3370881","A_33_P3370881","turquoise",1
"A_33_P3571254","A_33_P3571254","blue",1
"A_24_P122524","WDR3","blue",1
"A_24_P243749","PDK4","turquoise",1
"A_33_P3378435","A_33_P3378435","turquoise",1
"A_33_P3248245","A_33_P3248245","turquoise",1
"A_24_P332623","CTAGE11P","blue",1
"A_23_P370989","MCM4","blue",1
"A_23_P163306","CGNL1","blue",1
"A_33_P3308219","A_33_P3308219","turquoise",1
"A_32_P112592","A_32_P112592","turquoise",1
"A_33_P3329428","A_33_P3329428","turquoise",1
"A_33_P3383561","A_33_P3383561","turquoise",1
"A_24_P306594","C1orf167","blue",1
"A_23_P110624","CTNND2","turquoise",1
"A_23_P393777","PTGDR","turquoise",1
"A_23_P305205","MATCAP2","blue",1
"A_23_P323751","FAM83D","blue",1
"A_24_P116710","RAMP2","turquoise",1
"A_23_P390518","TNFRSF11A","blue",1
"A_24_P264943","COMP","blue",1
"A_33_P3297444","A_33_P3297444","blue",1
"A_23_P363174","H2AC16","blue",1
"A_23_P200741","DPT","turquoise",1
"A_33_P3445679","A_33_P3445679","turquoise",1
"A_23_P157736","PLPP7","turquoise",1
"A_23_P208208","ZNF649","turquoise",1
"A_23_P215461","LIMK1","turquoise",1
"A_23_P95165","SEMA4B","blue",1
"A_23_P70968","HOXA7","turquoise",1
"A_24_P320545","PTK7","blue",1
"A_23_P87879","CD69","turquoise",1
"A_33_P3270059","A_33_P3270059","turquoise",1
"A_33_P3376821","A_33_P3376821","turquoise",1
"A_23_P130815","KIR2DS2","turquoise",1
"A_23_P424582","EGFL8","turquoise",1
"A_33_P3277890","A_33_P3277890","turquoise",1
"A_33_P3282205","A_33_P3282205","turquoise",1
"A_23_P29036","IFNGR2","blue",1
"A_32_P227605","RGS9BP","turquoise",1
"A_33_P3225625","A_33_P3225625","turquoise",1
"A_33_P3275751","A_33_P3275751","turquoise",1
"A_33_P3297853","A_33_P3297853","turquoise",1
"A_23_P91829","DCBLD2","blue",1
"A_24_P106542","RSPO3","turquoise",1
"A_24_P334300","FGF12","turquoise",1
"A_33_P3348395","A_33_P3348395","turquoise",1
"A_23_P355776","A_23_P355776","turquoise",1
"A_24_P8109","ANO9","turquoise",1
"A_33_P3216098","A_33_P3216098","turquoise",1
"A_23_P202810","OVOL1","turquoise",1
"A_24_P391526","MAGED1","blue",1
"A_32_P21474","IRAK1BP1","blue",1
"A_23_P16189","PRKCG","turquoise",1
"A_33_P3209283","A_33_P3209283","turquoise",1
"A_23_P34983","JTB","blue",1
"A_33_P3377229","A_33_P3377229","turquoise",1
"A_23_P49865","YBX2","turquoise",1
"A_33_P3276222","A_33_P3276222","turquoise",1
"A_24_P194748","A_24_P194748","turquoise",1
"A_33_P3398005","A_33_P3398005","blue",1
"A_23_P92196","RETNLB","blue",1
"A_23_P41304","GYPE","blue",1
"A_33_P3272628","A_33_P3272628","blue",1
"A_23_P433132","KRTCAP3","turquoise",1
"A_24_P67681","A_24_P67681","turquoise",1
"A_32_P355396","TECPR2","blue",1
"A_23_P115519","LCE3D","blue",1
"A_23_P94800","S100A4","turquoise",1
"A_24_P38895","H2AX","blue",1
"A_33_P3280521","A_33_P3280521","turquoise",1
"A_23_P170649","SBSPON","turquoise",1
"ERCC-00062_278","ERCC-00062_278","blue",1
"A_33_P3219682","A_33_P3219682","blue",1
"A_24_P367645","MAP7D2","turquoise",1
"A_24_P220485","OLFML2A","turquoise",1
"A_33_P3355747","A_33_P3355747","turquoise",1
"A_33_P3391290","A_33_P3391290","blue",1
"A_23_P15654","TRAF4","blue",1
"A_23_P421811","MROH8","blue",1
"A_33_P3351879","A_33_P3351879","turquoise",1
"A_33_P3336686","A_33_P3336686","turquoise",1
"A_33_P3735158","A_33_P3735158","blue",1
"A_23_P126582","CASQ2","turquoise",1
"A_33_P3267607","A_33_P3267607","turquoise",1
"A_33_P3375140","A_33_P3375140","blue",1
"A_23_P209200","CCNE1","blue",1
"A_33_P3398667","A_33_P3398667","turquoise",1
"A_23_P345692","IL17D","turquoise",1
"A_23_P45970","AIRIM","blue",1
"A_33_P3319022","A_33_P3319022","turquoise",1
"A_33_P3307795","A_33_P3307795","turquoise",1
"A_24_P532180","LOC90246","blue",1
"A_23_P110504","CLPTM1L","turquoise",1
"A_24_P67395","KRT8","blue",1
