"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"A_23_P28834",-1.82566315576921,6.94138894134615,-4.94173336131198,2.92242479026952e-06,1.04059631881024e-05,3.72173623812958
"A_33_P3413227",1.16198849807694,3.52234822596154,4.94095121614002,2.93195838443941e-06,1.04342547385384e-05,3.71858439838916
"A_33_P3293645",-1.20999590961537,4.15421850480769,-4.940562492771,2.9367077965706e-06,1.04492018955109e-05,3.71701806076975
"A_23_P500353",-1.07599811346152,6.50902325865385,-4.94011516889875,2.94218245144096e-06,1.04654133962129e-05,3.71521569085693
"A_23_P501754",-2.09497756153845,3.93870230192308,-4.93819331207815,2.96581663473827e-06,1.05472856871888e-05,3.70747324751415
"A_33_P3350673",1.14521325192309,3.86934192403846,4.93815382328498,2.96630418265285e-06,1.05479221757643e-05,3.70731418158565
"A_33_P3417960",-1.30230635384615,3.66732293846154,-4.93778919184568,2.97080978618955e-06,1.05606479743466e-05,3.70584543676906
"A_33_P3260426",1.85971051923078,4.03674592884615,4.93607956121807,2.99202394978568e-06,1.06327429748959e-05,3.69895990164559
"A_33_P3359791",-1.27875622115384,3.01936552980769,-4.93447605151546,3.01205519560018e-06,1.06972553507741e-05,3.69250311869832
"A_24_P697685",-1.33782996923076,5.39546695192308,-4.93395411915994,3.01860334005968e-06,1.07182837824099e-05,3.69040175838141
"A_24_P324674",-1.22597243653845,4.93516575673077,-4.93345837738264,3.02483572139829e-06,1.07392978255669e-05,3.68840597267916
"A_23_P391443",1.35145869615386,4.38218177307692,4.93298307497597,3.03082289627133e-06,1.07583197365777e-05,3.68649259036122
"A_23_P487",1.06728068653848,8.12158327403846,4.93025104950332,3.0654612506865e-06,1.08711133864734e-05,3.67549674967298
"A_24_P302685",-1.43553062307692,2.72940691153846,-4.92911174870614,3.08001954102099e-06,1.09204758812074e-05,3.67091242093002
"A_23_P117298",-1.38431530384614,6.43327781923077,-4.92892076434671,3.08246656358136e-06,1.09280185172062e-05,3.67014400104865
"A_33_P3284686",-1.35609727884614,6.83014871634615,-4.92832368662085,3.09012893749167e-06,1.0954047233255e-05,3.66774179643853
"A_32_P170621",-1.42791148076922,5.83794441346154,-4.92829703285444,3.09047142031673e-06,1.09541253173669e-05,3.66763456538707
"A_33_P3214422",-1.29009665961538,2.5787156625,-4.92740027377389,3.10201571071442e-06,1.09927641550229e-05,3.66402701532059
"A_33_P3234794",-1.22298297692306,6.68006117307692,-4.92586325216978,3.12189996020183e-06,1.10540611497389e-05,3.65784472199734
"A_23_P116642",-1.06988577499999,4.78073687788462,-4.92486899302955,3.13482854618588e-06,1.10952416850561e-05,3.6538461993276
"A_33_P3304369",-1.30059612884614,5.44295597019231,-4.9247694208068,3.13612617263368e-06,1.10986852633955e-05,3.65344578642996
"A_23_P101642",1.09339708269233,5.85366799711538,4.92191512544977,3.17354634183063e-06,1.12218200685628e-05,3.64196986928957
"A_24_P389491",1.08133874807694,5.01065352788462,4.91994665392872,3.19960591577385e-06,1.13046128184907e-05,3.63405789814667
"A_23_P138480",-1.79427526538459,8.07769804230769,-4.91968598845695,3.20307229834232e-06,1.13156904065973e-05,3.63301034134725
"A_33_P3650353",-1.46605779615384,4.351792275,-4.91939308019663,3.20697181055686e-06,1.13259548920617e-05,3.63183324932058
"A_24_P333635",-1.06413691442307,1.86190172259615,-4.91722621106233,3.23596330061177e-06,1.14212631393714e-05,3.6231267496283
"A_24_P195272",-1.39143042499999,6.41119820288462,-4.91649553979633,3.24579662035547e-06,1.14547868958921e-05,3.62019144674063
"A_33_P3379922",1.05621529807694,4.8875005875,4.9152195871582,3.26303802952062e-06,1.15108801819508e-05,3.61506625631174
"A_33_P3285585",-1.51614130961538,3.33232456442308,-4.91488675681977,3.26755005327328e-06,1.15256076226437e-05,3.61372949491508
"A_33_P3736195",-1.05578253846152,8.20819075384615,-4.91442267415087,3.27385153366513e-06,1.15430703429887e-05,3.61186567345475
"A_33_P3254096",1.75863946346156,6.31944867980769,4.91340796108118,3.28767087200009e-06,1.15870144775316e-05,3.60779082632475
"A_23_P379649",1.11564688653848,6.75982924519231,4.91334956635818,3.28846787153517e-06,1.15886285827512e-05,3.60755634298611
"A_23_P92928",-1.78371540961537,4.89034534326923,-4.91323457878403,3.29003782714625e-06,1.15929659875621e-05,3.6070946168037
"A_32_P48825",-1.03006133326923,2.14244180644231,-4.91233362299884,3.3023640707661e-06,1.16316034035031e-05,3.60347711329058
"A_24_P228302",1.68375321538464,8.280657075,4.91046511984051,3.3280709461829e-06,1.17185258707633e-05,3.59597605275253
"A_33_P3236046",-1.50216547307691,4.73709800769231,-4.90952793266428,3.3410379545037e-06,1.17629725408178e-05,3.59221441058916
"A_33_P3550618",-1.23884702730769,2.29904938442308,-4.90914272405475,3.34638197291434e-06,1.17793610318331e-05,3.5906684070146
"A_33_P3419970",-1.25907693269228,11.7642786971154,-4.90698362058098,3.37648955079518e-06,1.18767794108697e-05,3.58200442684445
"A_23_P253446",1.33576527346155,2.33628180480769,4.90550169637535,3.3973064953162e-06,1.19438576498399e-05,3.57605919195311
"A_33_P3394404",-1.05604571538461,4.01902499615385,-4.90524964220103,3.40085955812512e-06,1.19538902082664e-05,3.57504810429081
"A_23_P47728",-1.19501675961537,5.36295247788462,-4.90501837792187,3.40412273640435e-06,1.19616701787119e-05,3.57412044166275
"A_33_P3381458",-1.37892606923076,5.06810817884615,-4.90474601466997,3.40796973288424e-06,1.19739571774264e-05,3.57302795527012
"A_32_P530933",-1.32892965384615,3.42511562884615,-4.90303953542232,3.4321693133739e-06,1.20552654787361e-05,3.56618389856878
"A_23_P138655",2.18223427500001,3.7991148375,4.89963516282399,3.48094693208226e-06,1.22190602771994e-05,3.55253468336215
"A_33_P3641714",1.22331268846157,8.88999086538461,4.89920895292113,3.48710091457437e-06,1.22394055409073e-05,3.55082629099021
"A_32_P78491",-1.12625960576921,6.96070839903846,-4.89661662702372,3.52475961830791e-06,1.23601618827061e-05,3.54043738803987
"A_32_P35947",-1.97377723653845,5.51991102980769,-4.89549681151572,3.54114920778195e-06,1.24138143133638e-05,3.53595072752676
"A_24_P268662",1.1265302173077,2.70176760865385,4.89500014568661,3.54844209419779e-06,1.24381046047952e-05,3.53396098913434
"A_33_P3303748",1.03767409615386,3.21742957692308,4.89493151010425,3.54945106553531e-06,1.24403656078328e-05,3.533686031825
"A_23_P423482",1.08776097884616,3.20834016826923,4.89433414861285,3.55824431268146e-06,1.24661820276755e-05,3.53129307640388
"A_33_P3346526",-1.44551321730768,4.66680034519231,-4.89433201933,3.5582756938838e-06,1.24661820276755e-05,3.53128454709124
"A_23_P368886",1.04729339423079,5.53191700673077,4.89406047841366,3.56227984855782e-06,1.24789313448711e-05,3.53019684909823
"A_33_P3355588",-1.76478588461537,5.70140094615385,-4.89313089259794,3.57602076212241e-06,1.25232166490759e-05,3.52647354035972
"A_32_P212471",-1.22763594230767,7.03361303269231,-4.89245807611465,3.58599830779077e-06,1.25542994833277e-05,3.52377895777651
"A_33_P3260451",-1.21476039999999,4.54335655384615,-4.89122520344879,3.60435150475602e-06,1.26146767161948e-05,3.51884199404706
"A_24_P396375",1.18303174038463,4.19051411826923,4.88918634893415,3.63490355783624e-06,1.27111926667536e-05,3.51067924151036
"A_23_P157007",1.0266490269231,6.69875733076923,4.88899846682764,3.63773159117478e-06,1.27171792780863e-05,3.50992714489932
"A_33_P3306264",1.13485449807693,2.74573756442308,4.888628137381,3.64331211797302e-06,1.27353858399296e-05,3.50844476040448
"A_33_P3375869",-1.47482969115384,3.06706133711538,-4.88850889508825,3.645110761318e-06,1.27390676979995e-05,3.50796746279606
"A_23_P152262",1.15770407115385,2.50078411634615,4.88761087548152,3.65868419384978e-06,1.27773602164249e-05,3.50437314614473
"A_23_P312646",1.07638763076925,6.99929140384615,4.88590245728491,3.68464247658331e-06,1.28653864940804e-05,3.49753636230676
"A_24_P223874",-1.97048825769228,8.86555506153846,-4.88561224465756,3.68906982049477e-06,1.28795295346719e-05,3.4963751327641
"A_24_P238786",-1.10097555,2.11063287884615,-4.88437669251968,3.70797675775255e-06,1.29376104430188e-05,3.49143179638146
"A_33_P3416142",1.22121751730771,5.09285907980769,4.88240892016148,3.73828308289938e-06,1.30313818705639e-05,3.48356053584168
"A_23_P362736",-1.82002494807691,3.96239236442308,-4.87963777839924,3.78137104490574e-06,1.31762086063214e-05,3.47247911532893
"A_33_P3234088",-1.23199702692307,3.81503911923077,-4.87884077356886,3.79385266053259e-06,1.32183534293126e-05,3.46929273492438
"A_24_P99175",-1.26967169230768,3.64010952307692,-4.8769100832584,3.82425478003784e-06,1.33161353922821e-05,3.46157530368045
"A_33_P3393504",-1.31106802923077,2.22373143923077,-4.87666971228673,3.82805638213191e-06,1.33266576342209e-05,3.4606146181656
"A_33_P3217307",-1.14706418346153,3.80457279480769,-4.8762354337163,3.83493405807775e-06,1.3346523203754e-05,3.45887902199419
"A_33_P3371325",-1.04235377499999,3.59827913365385,-4.87589678956257,3.8403055041161e-06,1.33611361880102e-05,3.45752569680614
"A_24_P255005",-1.04894684999998,6.69786808076923,-4.87404196924976,3.8698559438716e-06,1.34570992603625e-05,3.45011432127581
"A_33_P3240492",-1.37045846538461,2.62698275384615,-4.87316914846666,3.88383782421857e-06,1.35015995469606e-05,3.44662737375212
"A_32_P85042",-1.13438035192306,6.26783988942308,-4.87303385850469,3.88600945042423e-06,1.35077751722444e-05,3.44608692120251
"A_33_P3243907",1.12449082307695,8.33708917884615,4.87240333311185,3.89614599750835e-06,1.35375034186652e-05,3.44356824090072
"A_33_P3365720",-1.40792149423075,7.0606511375,-4.86771751820761,3.97228620350052e-06,1.37782505625833e-05,3.42485685221551
"A_23_P106069",-1.09054740884615,3.10195514942308,-4.86668684295784,3.98922674739145e-06,1.38342028919633e-05,3.42074268672869
"A_33_P3269208",-1.15593025961536,8.27173457788462,-4.86633152455417,3.99508314683749e-06,1.38531068379332e-05,3.41932448323653
"A_33_P3411155",1.0466343973077,2.01180027634615,4.86572643403416,4.00507555667342e-06,1.38821230737951e-05,3.41690949998598
"A_23_P103110",-1.08677661730767,7.39577463365385,-4.86388725823697,4.0355968904977e-06,1.39850779103693e-05,3.40957031071205
"A_32_P75284",-1.00842791346151,9.04065619326923,-4.8627702850379,4.05424339625049e-06,1.40454243451941e-05,3.40511391044477
"A_33_P3416043",-1.68140975961537,4.27406158557692,-4.85836286650241,4.1286403193626e-06,1.42713431122229e-05,3.38753589999106
"A_33_P3264179",-1.08982106346153,4.72533447596154,-4.85721270627654,4.14827220155044e-06,1.4333406314121e-05,3.38295040031856
"A_33_P3409099",1.48384738788463,5.54502276701923,4.85268969766125,4.2263582070999e-06,1.45826181453809e-05,3.36492457486507
"A_24_P237936",-1.36686177307691,6.65000342884615,-4.85043913141674,4.26574270086884e-06,1.4711045474556e-05,3.3559592173972
"A_33_P3257050",-1.24935004230768,5.55231285576923,-4.84665671732675,4.33273898642419e-06,1.49270325310359e-05,3.3408975276715
"A_32_P142818",1.24757535769232,2.70868938653846,4.8462410077822,4.34016433200256e-06,1.49496007014151e-05,3.33924261382677
"A_23_P206733",-1.3183045653846,7.73487505,-4.84479077420067,4.36616513248018e-06,1.50268458419893e-05,3.33347002906462
"A_24_P21715",1.11265392307694,5.79431268846154,4.84476956415656,4.36654652161834e-06,1.50268458419893e-05,3.33338561163949
"A_33_P3276250",-1.60103420576922,4.55451629134615,-4.84470101448682,4.36777937124262e-06,1.50295754225072e-05,3.3331127808724
"A_23_P121064",-1.2563862480769,7.55105834134615,-4.84451600241562,4.37110845810173e-06,1.50395169021934e-05,3.33237643673707
"A_33_P3220994",-1.50966999999998,10.0356244288462,-4.84437467160279,4.37365321007049e-06,1.50452438039488e-05,3.33181395510686
"A_33_P3230498",-1.64147637692307,4.32850639807692,-4.84402300983301,4.37999135428623e-06,1.50640149374752e-05,3.33041442378063
"A_32_P136351",-1.27375779999999,5.66045438076923,-4.84348229894754,4.38975422203819e-06,1.5096073296975e-05,3.32826264709764
"A_24_P22939",-1.11204517499998,5.97064132019231,-4.84301483417441,4.39821162460611e-06,1.51221150637609e-05,3.32640247856988
"A_33_P3217584",-1.62904482884614,4.32771960673077,-4.84281627852879,4.40180869444416e-06,1.51329605352695e-05,3.32561240653009
"A_33_P3271038",-1.13236431153846,2.42717927884615,-4.84141453853477,4.42728431034092e-06,1.52098351337069e-05,3.32003533298446
"A_23_P312999",-2.03073275596153,3.68172446240385,-4.83773758465051,4.49479291961771e-06,1.54340036535703e-05,3.30541078518773
"A_33_P3605529",-1.00871026730768,4.36998037403846,-4.83613671280337,4.52449633361875e-06,1.55297578242886e-05,3.29904575637859
"A_33_P3384977",1.04405821538462,2.21373690384615,4.83570416847682,4.53255465568796e-06,1.55558549995363e-05,3.29732620001577
"A_32_P55871",-1.67751824615383,6.38254601538461,-4.83510969108292,4.54365255257906e-06,1.55892477371083e-05,3.29496304707107
"A_24_P361816",1.38331343653848,7.01623622596154,4.83472233208584,4.55089809586607e-06,1.5609406944711e-05,3.29342332580513
"A_23_P71270",1.70269949230771,7.08527449615385,4.83404186276973,4.56365345013499e-06,1.56515868251193e-05,3.29071870415325
"A_23_P347048",1.0726744596154,6.04992379519231,4.83007460590595,4.63871383055417e-06,1.58962561273016e-05,3.27495510017539
"A_33_P3264224",1.03015165769232,2.67169295769231,4.82805032562559,4.67747385545149e-06,1.60194458271614e-05,3.26691494355977
"A_33_P3357002",-1.28514790961537,4.65124271634615,-4.82747984248673,4.68845391907686e-06,1.60506179585182e-05,3.26464945218217
"A_33_P3304304",1.25014886923078,3.97360315769231,4.82635325568143,4.71021087540152e-06,1.61186443441636e-05,3.26017607346791
"A_23_P146274",1.75815061538463,5.75051657307692,4.82609069526104,4.71529558926636e-06,1.61344293421313e-05,3.259133610881
"A_33_P3234472",1.07589727500002,4.76910978365385,4.82505346441139,4.73543466458082e-06,1.61984752466092e-05,3.25501577149245
"A_24_P169634",-1.47389281615383,5.96386243423077,-4.82472726389805,4.74178548870346e-06,1.62169538129415e-05,3.25372086160858
"A_33_P3304097",-1.66252861730767,7.21812555096154,-4.82209528342568,4.79333129563777e-06,1.63784929706903e-05,3.24327479594095
"A_33_P3251522",-1.12101845192307,2.64239464134615,-4.82166242778705,4.80186047222487e-06,1.64010787891749e-05,3.24155718321502
"A_33_P3219121",-1.39855245576921,7.15007732403846,-4.82156988269776,4.80368593290644e-06,1.64056745173884e-05,3.24118996816614
"A_33_P3352253",1.04213854423078,4.68482890865385,4.81976515989235,4.83941929560164e-06,1.65194597345267e-05,3.23402980144054
"A_23_P420692",1.07039451346156,5.85636435673077,4.81936611362796,4.84735516234035e-06,1.65448968062187e-05,3.23244683176645
"A_33_P3510837",-1.76771670576921,7.02139197980769,-4.81817163622946,4.87118545195636e-06,1.66229142761529e-05,3.22770897963081
"A_23_P120243",1.51752887115387,7.53077443365385,4.81735467684601,4.8875495938525e-06,1.66720993679932e-05,3.22446897055445
"A_33_P3289005",1.04495279730771,4.53243316480769,4.81729825743897,4.8886816741836e-06,1.66742971132127e-05,3.22424522770087
"A_33_P3282213",-1.39986865192307,4.88330041442308,-4.81681768201605,4.8983349616071e-06,1.67022228421561e-05,3.22233947399475
"A_33_P3260430",2.47671841730771,6.10855575673077,4.81667912998847,4.90112148363572e-06,1.67083909120494e-05,3.22179005926368
"A_23_P7503",-1.34532503653845,4.91057429326923,-4.81582900453505,4.91825271790051e-06,1.67584362695368e-05,3.21841918929368
"A_23_P117387",-1.71788517499998,6.82098865288462,-4.81525440512911,4.92986463443287e-06,1.67929808469177e-05,3.21614103481034
"A_33_P3247571",-1.68480604249999,3.42892504605769,-4.81352370228657,4.96500102506669e-06,1.69059298774634e-05,3.20928024419704
"A_24_P937306",1.15004806019232,2.51075563913462,4.81229359946587,4.99012206870793e-06,1.6979627978762e-05,3.2044048714253
"A_23_P216679",1.17327928519232,3.97028797471154,4.8121924842389,4.9921925159505e-06,1.69832918762675e-05,3.20400414809229
"A_33_P3274701",-1.01659116346153,4.75041708557692,-4.81093834003921,5.01794196685342e-06,1.70607032278646e-05,3.19903437574135
"A_32_P15512",-2.40755043461537,6.94032330961538,-4.80962090696983,5.04512973306312e-06,1.71429095094728e-05,3.19381470075446
"A_23_P377860",-1.78474889807691,4.66223264711538,-4.80924432868406,5.05292740420258e-06,1.7165992591717e-05,3.19232286391007
"A_33_P3238305",-1.1622716576923,3.81483181153846,-4.80908807428134,5.05616634249518e-06,1.7173582480675e-05,3.19170387488325
"A_24_P399622",-1.13840281923075,6.54384110769231,-4.80876510672389,5.06286740636092e-06,1.71895109804962e-05,3.19042450606089
"A_24_P223384",1.04612695192309,5.63392237980769,4.80843483123234,5.0697290174959e-06,1.72059717042357e-05,3.18911624514599
"A_33_P3233318",-1.18854512499999,5.54805882403846,-4.80764949158498,5.0860810632826e-06,1.72590004235695e-05,3.18600565098077
"A_23_P92161",1.52047795192309,2.60793547019231,4.80763593908639,5.08636369736533e-06,1.72590004235695e-05,3.18595197473334
"A_23_P83347",1.53050809038463,3.8086537625,4.8058825672009,5.12305876476631e-06,1.73697200710183e-05,3.17900835693158
"A_33_P3381177",1.40170626538463,3.12515078846154,4.8056565980737,5.12780657109739e-06,1.73806457134181e-05,3.17811360277974
"A_23_P42397",-1.14408923942307,3.49230651971154,-4.80539273456568,5.13335597880789e-06,1.73977302621049e-05,3.17706883493477
"A_23_P106117",1.26883906538463,3.01192723076923,4.80525307121652,5.13629564850772e-06,1.74042420849464e-05,3.17651585259522
"A_24_P17302",1.02916538461539,3.04143553076923,4.80358568904253,5.17151763470733e-06,1.75166455912803e-05,3.16991482192464
"A_33_P3217403",-1.32962016923076,3.81608975576923,-4.80333344159827,5.1768665245176e-06,1.75330257017324e-05,3.16891632234047
"A_23_P415974",1.5966088673077,2.98001701057692,4.80269125923928,5.19050821641096e-06,1.75757446618698e-05,3.1663744506469
"A_23_P119634",1.19487583461539,2.55053295384615,4.79959568504631,5.25675777374744e-06,1.77877401484863e-05,3.15412466895475
"A_33_P3392784",-1.18299655192307,3.12479877788462,-4.7993956741139,5.26106640690077e-06,1.78005575558833e-05,3.15333336109594
"A_33_P3238773",-1.22342085192307,3.83023415865385,-4.79912898189297,5.26681682231324e-06,1.78182501422341e-05,3.15227827335187
"A_33_P3331731",-1.55515860192307,3.39035664326923,-4.79883562561315,5.27314921657333e-06,1.78361428527732e-05,3.15111774060125
"A_33_P3298216",-1.09340809038461,4.14688169134615,-4.79844669459808,5.28155608750355e-06,1.78628110951948e-05,3.14957917922027
"A_23_P80974",1.56124798269232,5.65561186057692,4.79759113794369,5.30009504953456e-06,1.79201927871652e-05,3.14619498739751
"A_24_P412156",-1.14893744230767,8.95831361538461,-4.79754334990702,5.3011324242439e-06,1.79219275697685e-05,3.14600597111714
"A_23_P24688",1.08055646057693,1.95028341548077,4.79655904078667,5.322543544485e-06,1.79907550658688e-05,3.14211299605461
"A_23_P133536",-2.36496320192306,6.26795047019231,-4.79564727587679,5.34245154709521e-06,1.80526909088924e-05,3.13850739210495
"A_23_P92536",1.0285813923077,3.20391426923077,4.79549134190835,5.3458635314252e-06,1.80606496436754e-05,3.13789079012076
"A_24_P339858",-1.47261720961537,5.37474375673077,-4.79464133257586,5.36449978092138e-06,1.81182389103088e-05,3.13452986603083
"A_33_P3229815",-1.20569527596153,3.93525201317308,-4.79329397488697,5.39416957950524e-06,1.82163440055881e-05,3.12920321603278
"A_24_P62800",1.15934595576925,5.22558939519231,4.79307717293264,5.39895857323973e-06,1.82292177903056e-05,3.1283461997928
"A_32_P46840",-1.00636748653845,6.36749506634615,-4.79216567970107,5.41913797898221e-06,1.82937382515849e-05,3.12474334673542
"A_33_P3264538",-1.05619863461538,3.55726688653846,-4.79194778854224,5.42397267101729e-06,1.83082509937182e-05,3.12388215487767
"A_23_P139725",-1.01039156730769,2.25168704903846,-4.7909022888863,5.4472291213629e-06,1.83831210440861e-05,3.11975027674162
"A_33_P3288209",-1.14262740192307,2.84395696826923,-4.78964302540707,5.47536915187875e-06,1.84692703785554e-05,3.11477435832982
"A_24_P491397",-1.9715094903846,6.67848155096154,-4.78963905262852,5.4754581521891e-06,1.84692703785554e-05,3.11475866141564
"A_23_P160559",1.29226843461541,7.46136170769231,4.78912351801883,5.48701935856997e-06,1.85064413156386e-05,3.11272179452298
"A_24_P101226",1.60447502884617,4.93629624903846,4.78803003814438,5.51161986814429e-06,1.85784145501209e-05,3.10840194290059
"A_33_P3330503",-1.14445205384614,7.47743914423077,-4.78603085580173,5.55687349505112e-06,1.87221285627285e-05,3.10050570051222
"A_23_P312565",-1.21975543653845,3.7299345875,-4.7857411654325,5.56346079404548e-06,1.87402227357959e-05,3.09936167554859
"A_33_P3233404",-1.06499684230768,3.80212498269231,-4.78336046353686,5.61788371425042e-06,1.89104991633897e-05,3.08996165740298
"A_33_P3349586",-1.32571618846153,3.61715442692308,-4.78321561832583,5.62121150594544e-06,1.89179750819861e-05,3.08938984412953
"A_33_P3359878",-1.3123804051923,2.85555181471154,-4.78273316884098,5.63230950018246e-06,1.89478629706463e-05,3.08748533238445
"A_33_P3460043",-1.0530901980769,7.76483868365385,-4.78268702890842,5.63337199068268e-06,1.89495724028248e-05,3.08730319740725
"A_32_P99019",-1.10507374230769,2.85230349230769,-4.77924205868341,5.71325325338506e-06,1.91906831519733e-05,3.0737075447499
"A_33_P3292886",2.61719766538464,7.91541678076923,4.77835935011333,5.73389762476372e-06,1.9255508645967e-05,3.07022492836101
"A_24_P73389",1.28323913076924,4.42276699038462,4.7776802792505,5.74982867475763e-06,1.93056174038347e-05,3.06754602043543
"A_33_P3322428",-1.11249234423076,4.88865887403846,-4.77767517703812,5.74994853548376e-06,1.93056174038347e-05,3.06752589333377
"A_33_P3365267",-1.15751339423076,5.80448437019231,-4.7766779691889,5.77342147347821e-06,1.93768155353859e-05,3.0635923936895
"A_33_P3329241",-1.27128137499999,3.4683886875,-4.77594855904611,5.79064968272026e-06,1.94289142230493e-05,3.06071555989126
"A_32_P305020",-1.75184410480769,3.26632119471154,-4.77508173660864,5.8111883767624e-06,1.94901738896065e-05,3.05729713171154
"A_24_P417352",1.71438046346156,7.4780427625,4.77333810554685,5.852716763963e-06,1.96236799551297e-05,3.05042210208075
"A_33_P3251342",-1.10691979230768,3.32359889038462,-4.77171229159808,5.8916984967178e-06,1.9748571260375e-05,3.04401307315444
"A_33_P3252889",-1.3348222826923,4.69839898942308,-4.77115899383277,5.90502216111123e-06,1.97874103061725e-05,3.04183226979664
"A_23_P412932",1.0472523873077,1.92594866019231,4.77109485822747,5.90656846601114e-06,1.979065182059e-05,3.04157949212585
"A_23_P210869",-1.02340273076921,8.88658975,-4.77037893436928,5.92385603999151e-06,1.98446855169571e-05,3.0387579697553
"A_23_P128281",-1.27604054038461,4.63968133365385,-4.77028926158923,5.92602484640337e-06,1.98480606824031e-05,3.0384045802093
"A_23_P79259",1.08664777692309,5.24614516346154,4.76862562911854,5.96640115262079e-06,1.99754643095041e-05,3.03184918202068
"A_33_P3285195",-1.32634676538461,2.61234041538462,-4.76818375468158,5.9771702276111e-06,2.00075998717617e-05,3.03010826187676
"A_33_P3393971",1.22587459038463,3.15653509326923,4.76760326569469,5.99134619906561e-06,2.00511246448658e-05,3.0278213786983
"A_23_P204087",1.08428095000001,4.791122775,4.76313689236044,6.10151507000904e-06,2.04038436351124e-05,3.01023173944722
"A_33_P3548860",-1.00111969807692,2.50990016826923,-4.76300598974328,6.10477342596298e-06,2.04127428367106e-05,3.00971637406714
"A_33_P3210969",-1.27808575384614,6.68799975192308,-4.7622597097086,6.12338169800296e-06,2.04689572249986e-05,3.00677843381576
"A_33_P3393986",-1.21260852115384,2.80921967596154,-4.76196133540185,6.13083696616269e-06,2.04878678281689e-05,3.0056038828734
"A_23_P167468",1.19326259615386,2.81681699230769,4.76176377207266,6.13577818789898e-06,2.05003719868e-05,3.00482620061198
"A_23_P105923",-1.13514764423076,4.75767060673077,-4.76123710095959,6.14896955792238e-06,2.05374921249252e-05,3.00275313014431
"A_33_P3274811",1.47670110576925,7.2500523625,4.75988576413625,6.18294210115829e-06,2.06357654602513e-05,2.99743470620231
"A_23_P65857",-1.17258866653846,2.97394063980769,-4.75912724813246,6.20209089556472e-06,2.06915940936062e-05,2.99444985954352
"A_23_P333038",-2.06175979423075,7.31990205288462,-4.75869740605423,6.21296782513488e-06,2.07218147298844e-05,2.99275851831847
"A_33_P3474538",1.50422491057694,4.01703020913462,4.75813136434441,6.22731945641353e-06,2.07676547296179e-05,2.99053140954295
"A_23_P26294",1.05781033653849,11.2773229855769,4.75772783442134,6.2375703396514e-06,2.07998114252564e-05,2.98894381281023
"A_33_P3257125",-1.46818505961537,5.27435351826923,-4.75709303782398,6.25372924514788e-06,2.08496271127368e-05,2.98644652574148
"A_24_P562369",1.43909664807693,3.03269194711538,4.75644640068748,6.27023131575511e-06,2.08985293551538e-05,2.98390287909787
"A_23_P380754",1.3304939173077,2.92176666442308,4.75625854938123,6.27503316461588e-06,2.09104560992459e-05,2.98316397891385
"A_33_P3729436",-1.05572703461538,2.26730726153846,-4.75550057450613,6.29444476553542e-06,2.09690093967739e-05,2.98018272821657
"A_33_P3397288",-1.07052613076922,4.96766650192308,-4.75406260703462,6.33143110476531e-06,2.1090168529935e-05,2.97452778786183
"A_23_P46039",1.4894490923077,3.76047141538462,4.75332711695634,6.35043026656149e-06,2.11472730445077e-05,2.97163583173152
"A_33_P3210488",1.2821179192308,8.98518678653846,4.75190140932413,6.3874167855508e-06,2.12565022428732e-05,2.96603075446309
"A_33_P3729002",-1.44177002499999,2.65188173173077,-4.75182148617297,6.38949637282562e-06,2.12607957278593e-05,2.96571657391033
"A_23_P68121",1.15073320769232,5.07193449615385,4.75032366401834,6.42859119838539e-06,2.13779789660228e-05,2.95982921683595
"A_32_P190951",1.1818823096154,6.96122151057692,4.74633849684466,6.53374212969746e-06,2.17006322599542e-05,2.94417091359732
"A_33_P3288839",1.00387406538463,4.90428466923077,4.74475022786326,6.57611292486183e-06,2.18286335318073e-05,2.93793274079688
"A_23_P58328",1.85146217307693,2.50551229807692,4.74447465724418,6.58349150462354e-06,2.1851003990926e-05,2.93685053189609
"A_23_P160940",1.96162874615386,4.78461213653846,4.74438274567395,6.5859542815164e-06,2.18570558451529e-05,2.93648958983189
"A_23_P142421",1.11101576538464,6.68752194423077,4.74314251400913,6.61927390470343e-06,2.19612384630183e-05,2.9316195704757
"A_33_P3418992",-1.51041519807692,3.91277941442308,-4.74090525977566,6.67979323230147e-06,2.21469808011408e-05,2.92283662461805
"A_33_P3220020",-1.15532589865384,2.97716881413462,-4.73995662273214,6.70561629304512e-06,2.22261302962437e-05,2.91911330327031
"A_24_P318134",-1.19501990576921,6.43016110288462,-4.73963334976891,6.71443828265569e-06,2.22488991678964e-05,2.91784459401035
"A_33_P3680789",-1.13700789499999,2.88163322442308,-4.73891984965766,6.73394928229525e-06,2.23092254619789e-05,2.91504460697801
"A_23_P151907",1.16046395769232,3.55335576346154,4.73816217661843,6.75472842277221e-06,2.23672267437395e-05,2.91207157101333
"A_33_P3339650",1.75974358653848,5.01844801057692,4.73700835396832,6.78649147782198e-06,2.24680521245897e-05,2.90754467351724
"A_32_P212095",-1.07368307557692,2.19744421778846,-4.73513029609457,6.83850176305545e-06,2.26249037714406e-05,2.90017784521619
"A_33_P3407601",-1.1296953653846,6.99850277115385,-4.73377225879129,6.87635144709106e-06,2.27413236760753e-05,2.89485201728753
"A_33_P3398712",-1.16414358884615,3.35544202865385,-4.73331955282162,6.88901385877207e-06,2.27787928742896e-05,2.89307685595963
"A_23_P201764",-1.00542989807691,5.66911236634615,-4.73287849661297,6.9013721715475e-06,2.28142645082086e-05,2.89134748177468
